path,url,topic,source_pdf,duration,sentence,sentence_rus,flag
sound_0000113.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000113.mp3,50. Ч. 9. Улица,50. Ч. 9. Улица.pdf,1.18,Кӕм ис Пуш кины уынг?,Где находится улица Пушкина?,-
sound_0000114.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000114.mp3,50. Ч. 9. Улица,50. Ч. 9. Улица.pdf,5.09,Кӕм ис Хетӕгкаты Къостайы уынг?,Где находится улица,-
sound_0000115.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000115.mp3,50. Ч. 9. Улица,50. Ч. 9. Улица.pdf,1.78,Кӕм ис сӕйраг уынг?,Где главная улица?,-
sound_0000116.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000116.mp3,50. Ч. 9. Улица,50. Ч. 9. Улица.pdf,1.9,Куыд у ацы уынджы ном?,Как называется эта улица?,-
sound_0000117.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000117.mp3,50. Ч. 9. Улица,50. Ч. 9. Улица.pdf,2.07,Мӕнӕ ацы уынгыл цом.,Пойдемте по этой улице.,-
sound_0000118.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000118.mp3,50. Ч. 9. Улица,50. Ч. 9. Улица.pdf,3.22,Цы бирӕ ног хӕдзӕрттӕ ис ацы уынджы!,Как много новых домов по этой улице!,-
sound_0000119.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000119.mp3,51. Ч.1. Адрес,51. Ч. 1-7. Почта.pdf,2.05,Дӕ адрес-ма мын ратт.,Дай мне свой адрес.,-
sound_0000120.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000120.mp3,51. Ч.1. Адрес,51. Ч. 1-7. Почта.pdf,2.65,"Ныффыс, табуа фси, мӕ адрес.","Запиши, пожалуйста, мой адрес.",-
sound_0000121.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000121.mp3,51. Ч.1. Адрес,51. Ч. 1-7. Почта.pdf,1.9,Дӕ адрес дын нӕ зонын.,Я не знаю твоего адреса.,-
sound_0000122.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000122.mp3,51. Ч.1. Адрес,51. Ч. 1-7. Почта.pdf,3.08,Йӕ адрис ын нӕ зонын.,Я не знаю его адреса.,-
sound_0000123.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000123.mp3,51. Ч.1. Адрес,51. Ч. 1-7. Почта.pdf,3.86,Дӕ адрис-ма мын фехъусын кӕн.,Сообщишь мне свой адрес.,-
sound_0000124.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000124.mp3,51. Ч.2. Бандероль,51. Ч. 1-7. Почта.pdf,3.82,Кӕм исынц ам бандерольтӕ?,Где принимают здесь бандероли?,-
sound_0000125.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000125.mp3,51. Ч.2. Бандероль,51. Ч. 1-7. Почта.pdf,4.81,"Ацы бандероль-ма арвит, дӕ хорзӕхӕй.","Отправь, пожалуйста, эту бандероль.",-
sound_0000126.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000126.mp3,"51. Ч.3. Конверт, бланк",51. Ч. 1-7. Почта.pdf,3.5,Кӕм балхӕнӕн ис фыссыны гӕххӕт?,Где можно купить почтовую бумагу?,-
sound_0000127.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000127.mp3,"51. Ч.3. Конверт, бланк",51. Ч. 1-7. Почта.pdf,0.9,Авӕр-ма мын телеграммӕйы бланк.,Дайте мне бланк для телеграммы.,-
sound_0000128.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000128.mp3,51. Ч.4. Открытка,51. Ч. 1-7. Почта.pdf,0.87,уӕ горӕты нывтимӕ.,с видами вашего города.,-
sound_0000129.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000129.mp3,51. Ч.4. Открытка,51. Ч. 1-7. Почта.pdf,10.06,Цӕй аргъ у ацы открыткӕ?,Сколько стоит эта открытка?,-
sound_0000130.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000130.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,0.68,"Ныффыс, табуа фси, мӕ адрес.","Запиши, пожалуйста, мой адрес.",-
sound_0000131.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000131.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,1.0,"Ацы бандероль-ма арвит, дӕ хорзӕхӕй.","Отправь, пожалуйста, эту бандероль.",-
sound_0000132.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000132.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,2.09,"Дӕ хорзӕхӕй, иронау-ма мӕм фыстӕг ныффыс.","Напиши мне, пожалуйста, письмо на осетинском языке.",-
sound_0000133.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000133.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,4.2,"Табуа фси, цы дӕ фӕнды ныфыссын, дзур.","Пожалуйста, что ты хочешь написать, диктуй.",-
sound_0000134.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000134.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,2.16,Ацы писмо-ма арвит.,Отправь это письмо.,-
sound_0000135.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000135.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,4.14,Ацы писмо-ма посты асыччы ныппар.,Отпусти в ящик это письмо.,-
sound_0000136.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000136.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,4.02,Бар мын ратт дӕумӕ писмотӕ фыссынӕн.,Разреши мне переписываться с тобой.,-
sound_0000137.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000137.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,4.74,Мӕнӕн тынг ӕхсызгон уыдзӕни дӕуӕй писмотӕ исын.,Мне будет очень приятно получать от тебя письма.,-
sound_0000138.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000138.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,2.97,Мӕ писмотӕн мын дзуапп дӕтдзыстут?,Будете отвечать на мои письма?,-
sound_0000139.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000139.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,2.27,Ӕз уарзын писмотӕ фысын.,Я люблю писать письма.,-
sound_0000140.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000140.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,1.37,Ӕз нӕ уарзын писмотӕ фысын.,Я не люблю писать письма.,-
sound_0000141.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000141.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,1.1,"Ацы писмо, дӕ хорзӕхӕй, Сосланмӕ ратт.","Передай, пожалуйста, это письмо Сослану.",-
sound_0000142.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000142.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,3.65,Буз ныг дӕ писмойы тыххӕй.,Спасибо за письмо.,-
sound_0000143.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000143.mp3,51. Ч.5. Письмо,51. Ч. 1-7. Почта.pdf,5.99,Цал боны цӕуы писмо Мӕскуымӕ?,Сколько дней идет письмо до Москвы?,-
sound_0000144.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000144.mp3,"51. Ч.6. Почта, телеграф",51. Ч. 1-7. Почта.pdf,11.22,"Бахатыр кӕн, кӕм и ам почтӕ?","Прости, где здесь почта?",-
sound_0000145.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000145.mp3,"51. Ч.6. Почта, телеграф",51. Ч. 1-7. Почта.pdf,3.09,Куыд адзырӕуа телефонӕй горӕтмӕ?,Как можно позвонить в город?,-
sound_0000146.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000146.mp3,"51. Ч.6. Почта, телеграф",51. Ч. 1-7. Почта.pdf,5.45,Мӕн адзурын хъӕуы телефонӕй тагъд ӕххуысмӕ.,Мне надо позвонить в скорую помощь.,-
sound_0000147.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000147.mp3,51. Ч.7. Телеграмма,51. Ч. 1-7. Почта.pdf,1.09,Кӕм исынц ам бандерольтӕ?,Где принимают здесь бандероли?,-
sound_0000148.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000148.mp3,51. Ч.7. Телеграмма,51. Ч. 1-7. Почта.pdf,1.4,"Ацы бандероль-ма арвит, дӕ хорзӕхӕй.","Отправь, пожалуйста, эту бандероль.",-
sound_0000149.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000149.mp3,51. Ч.7. Телеграмма,51. Ч. 1-7. Почта.pdf,1.78,Арвит-ма ацы телеграммӕ.,Отправь эту телеграмму.,-
sound_0000150.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000150.mp3,51. Ч.7. Телеграмма,51. Ч. 1-7. Почта.pdf,2.01,Кӕд ныххӕццӕ уыдзӕни тел еграммӕ?,Когда дойдет телеграмма?,-
sound_0000151.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000151.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,1.7,Ам хилдасӕн кӕм и?,Где здесь парикмахерская?,-
sound_0000152.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000152.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,0.54,Мӕн фӕнды мӕхи ныддасын.,Я хочу побриться.,-
sound_0000153.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000153.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,1.95,Мӕн фӕндымӕ сӕр алвынын.,Я хочу постричься.,-
sound_0000154.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000154.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,2.06,Сӕрдасӕн дӕм нӕй?,Нет ли у тебя бритвы?,-
sound_0000155.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000155.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,1.0,Сӕрдасӕн уӕм нӕй?,Нет ли у вас бритвы?,-
sound_0000156.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000156.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,2.54,Мӕ сӕрыхъуынтӕ-ма мын алвын цыбырдӕр..,Постриги не волосы короче.,-
sound_0000157.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000157.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,7.66,"Хӕсгард-ма мӕм авӕр, дӕ хорзӕхӕй.","Дай мне, пожалуйста, ножницы.",-
sound_0000158.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000158.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,3.34,Мӕн фӕндымӕ дзыккутӕ сахорын.,Я хочу покрасить волосы.,-
sound_0000159.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000159.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,0.84,Ӕри-ма мын кӕсӕн.,Дай мне зеркало.,-
sound_0000160.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000160.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,3.13,Мӕн хъӕуы маникюр скӕнын.,Мне нужно сделать маникюр.,-
sound_0000161.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000161.mp3,51. Ч.8. Парикмахерская,51. Ч. 8. Парикмахерская.pdf,4.48,Космет икон кабинет уӕм ис?,У вас есть косметический кабинет?,-
sound_0000162.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000162.mp3,"52. Фотография, фототовары","52. Фтография, фототовары.pdf",0.85,фототовары,"52. Фотография,",-
sound_0000163.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000163.mp3,"52. Фотография, фототовары","52. Фтография, фототовары.pdf",1.48,Хуызисӕг кӕм цӕры?,Где живет фотограф?,-
sound_0000164.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000164.mp3,"52. Фотография, фототовары","52. Фтография, фототовары.pdf",2.51,Мӕн фӕндымӕ хуыз сисын.,Я хочу сфотографироваться.,-
sound_0000165.mp3,https://github.com/eduardgagite/nosu-task/blob/main/sound/sound_0000165.mp3,"52. Фотография, фототовары","52. Фтография, фототовары.pdf",2.34,Мах фӕндынӕ хуыз сисын.,Мы хотим сфотографироваться.,-
,,"52. Фотография, фототовары","52. Фтография, фототовары.pdf",0.0,"Табуа фси, куыд дӕ фӕнды дӕ хуыз сисын?","Пожалуйста, как ты хочешь сфотографироваться?",нет осетинского аудио — проверить
